entity_id,type,debit,credit,amount,fee,tax,currency,settlement_utr,settlement_id,created_at,settled_at,payment_id,order_id,order_receipt,method,card_network,card_type,dispute_id,description,notes
pay_00274,payment,0,98715,98715,1876,338,INR,RZP202608148EE2120A,setl_2026-08-14,1786509000,1786663800,pay_00274,ord_00274,rcpt-00274,wallet,,,,Payment for ord_00274,
pay_00275,payment,0,62197,62197,0,0,INR,RZP202608069753C796,setl_2026-08-06,1785817800,1785972600,pay_00275,ord_00275,rcpt-00275,upi,,,,Payment for ord_00275,
pay_00276,payment,0,160033,160033,0,0,INR,RZP202608259F6B25BD,setl_2026-08-25,1787286600,1787614200,pay_00276,ord_00276,rcpt-00276,upi,,,,Payment for ord_00276,
pay_00277,payment,0,105975,105975,0,0,INR,RZP20260828FB99DCA8,setl_2026-08-28,1787718600,1787873400,pay_00277,ord_00277,rcpt-00277,upi,,,,Payment for ord_00277,
pay_00278,payment,0,475996,475996,0,0,INR,RZP20260831EC900B8D,setl_2026-08-31,1787805000,1788132600,pay_00278,ord_00278,rcpt-00278,upi,,,,Payment for ord_00278,
pay_00279,payment,0,127871,127871,0,0,INR,RZP202608111A901754,setl_2026-08-11,1786077000,1786404600,pay_00279,ord_00279,rcpt-00279,upi,,,,Payment for ord_00279,
pay_00280,payment,0,158571,158571,2854,514,INR,RZP202608246E23F0B9,setl_2026-08-24,1787200200,1787527800,pay_00280,ord_00280,rcpt-00280,card,VISA,credit,,Payment for ord_00280,
rfnd_00280,refund,79286,0,79286,0,0,INR,RZP202608259F6B25BD,setl_2026-08-25,1787527800,1787614200,pay_00280,ord_00280,rcpt-00280,card,,,,Refund for ord_00280,
pay_00281,payment,0,463336,463336,0,0,INR,RZP20260828FB99DCA8,setl_2026-08-28,1787718600,1787873400,pay_00281,ord_00281,rcpt-00281,upi,,,,Payment for ord_00281,
pay_00282,payment,0,128072,128072,0,0,INR,RZP20260828FB99DCA8,setl_2026-08-28,1787718600,1787873400,pay_00282,ord_00282,rcpt-00282,upi,,,,Payment for ord_00282,
pay_00283,payment,0,121725,121725,2191,394,INR,RZP20260804F039F0E6,setl_2026-08-04,1785558600,1785799800,pay_00283,ord_00283,rcpt-00283,card,VISA,credit,,Payment for ord_00283,
pay_00284,payment,0,414614,414614,0,0,INR,RZP20260826847B1806,setl_2026-09-02,1787545800,1788305400,pay_00284,ord_00284,rcpt-00284,upi,,,,Payment for ord_00284,
pay_00285,payment,0,202312,202312,0,0,INR,RZP202608148EE2120A,setl_2026-08-14,1786509000,1786663800,pay_00285,ord_00285,rcpt-00285,upi,,,,Payment for ord_00285,
pay_00286,payment,0,264836,264836,2384,429,INR,RZP20260804F039F0E6,setl_2026-08-04,1785645000,1785799800,pay_00286,ord_00286,rcpt-00286,netbanking,,,,Payment for ord_00286,
pay_00287,payment,0,235540,235540,2120,382,INR,RZP202608259F6B25BD,setl_2026-08-25,1787373000,1787614200,pay_00287,ord_00287,rcpt-00287,netbanking,,,,Payment for ord_00287,
pay_00288,payment,0,24402,24402,0,0,INR,RZP20260818F88E8496,setl_2026-08-18,1786854600,1787009400,pay_00288,ord_00288,rcpt-00288,upi,,,,Payment for ord_00288,
pay_00289,payment,0,223140,223140,0,0,INR,RZP202608069753C796,setl_2026-08-06,1785817800,1785972600,pay_00289,ord_00289,rcpt-00289,upi,,,,Payment for ord_00289,
pay_00290,payment,0,175575,175575,0,0,INR,RZP202608246E23F0B9,setl_2026-08-24,1787200200,1787527800,pay_00290,ord_00290,rcpt-00290,upi,,,,Payment for ord_00290,
pay_00291,payment,0,120353,120353,0,0,INR,RZP202608246E23F0B9,setl_2026-08-24,1787200200,1787527800,pay_00291,ord_00291,rcpt-00291,upi,,,,Payment for ord_00291,
pay_00292,payment,0,77092,77092,1465,264,INR,RZP20260819272B2D23,setl_2026-08-19,1786941000,1787095800,pay_00292,ord_00292,rcpt-00292,wallet,,,,Payment for ord_00292,
pay_00293,payment,0,115778,115778,0,0,INR,RZP20260818F88E8496,setl_2026-08-18,1786681800,1787009400,pay_00293,ord_00293,rcpt-00293,upi,,,,Payment for ord_00293,
pay_00294,payment,0,92627,92627,1667,300,INR,RZP20260827B102DC1E,setl_2026-08-27,1787632200,1787787000,pay_00294,ord_00294,rcpt-00294,card,VISA,credit,,Payment for ord_00294,
pay_00295,payment,0,37697,37697,339,61,INR,RZP20260818F88E8496,setl_2026-08-18,1786681800,1787009400,pay_00295,ord_00295,rcpt-00295,netbanking,,,,Payment for ord_00295,
pay_00296,payment,0,151899,151899,0,0,INR,RZP20260818F88E8496,setl_2026-08-18,1786681800,1787009400,pay_00296,ord_00296,rcpt-00296,upi,,,,Payment for ord_00296,
pay_00297,payment,0,262039,262039,0,0,INR,RZP202608134EDCA1E0,setl_2026-08-13,1786422600,1786577400,pay_00297,ord_00297,rcpt-00297,upi,,,,Payment for ord_00297,
pay_00298,payment,0,104982,104982,945,170,INR,RZP20260805DE6EA324,setl_2026-08-05,1785731400,1785886200,pay_00298,ord_00298,rcpt-00298,netbanking,,,,Payment for ord_00298,
pay_00299,payment,0,185591,185591,0,0,INR,RZP20260818F88E8496,setl_2026-08-18,1786681800,1787009400,pay_00299,ord_00299,rcpt-00299,upi,,,,Payment for ord_00299,
pay_00300,payment,0,127412,127412,2293,413,INR,RZP2026082155799DAE,setl_2026-08-21,1787113800,1787268600,pay_00300,ord_00300,rcpt-00300,card,VISA,credit,,Payment for ord_00300,
pay_00301,payment,0,38910,38910,700,126,INR,RZP202608259F6B25BD,setl_2026-08-25,1787373000,1787614200,pay_00301,ord_00301,rcpt-00301,card,VISA,credit,,Payment for ord_00301,
pay_00302,payment,0,74428,74428,1340,241,INR,RZP202609012D9FF95F,setl_2026-09-01,1787891400,1788219000,pay_00302,ord_00302,rcpt-00302,card,VISA,credit,,Payment for ord_00302,
pay_00303,payment,0,317782,317782,0,0,INR,RZP202608125F11EFF2,setl_2026-08-12,1786336200,1786491000,pay_00303,ord_00303,rcpt-00303,upi,,,,Payment for ord_00303,
pay_00304,payment,0,80587,80587,0,0,INR,RZP202608259F6B25BD,setl_2026-08-25,1787373000,1787614200,pay_00304,ord_00304,rcpt-00304,upi,,,,Payment for ord_00304,
pay_00305,payment,0,291663,291663,5250,945,INR,RZP202608148EE2120A,setl_2026-08-14,1786509000,1786663800,pay_00305,ord_00305,rcpt-00305,card,VISA,credit,,Payment for ord_00305,
pay_00306,payment,0,62685,62685,1128,203,INR,RZP20260828FB99DCA8,setl_2026-08-28,1787718600,1787873400,pay_00306,ord_00306,rcpt-00306,card,VISA,credit,,Payment for ord_00306,
pay_00307,payment,0,335340,335340,6036,1086,INR,RZP20260827B102DC1E,setl_2026-08-27,1787632200,1787787000,pay_00307,ord_00307,rcpt-00307,card,VISA,credit,,Payment for ord_00307,
pay_00308,payment,0,65246,65246,0,0,INR,RZP202608259F6B25BD,setl_2026-08-25,1787373000,1787614200,pay_00308,ord_00308,rcpt-00308,upi,,,,Payment for ord_00308,
pay_00309,payment,0,72244,72244,0,0,INR,RZP2026081081AEBA8F,setl_2026-08-10,1785990600,1786318200,pay_00309,ord_00309,rcpt-00309,upi,,,,Payment for ord_00309,
pay_00310,payment,0,157659,157659,0,0,INR,RZP2026081081AEBA8F,setl_2026-08-10,1785990600,1786318200,pay_00310,ord_00310,rcpt-00310,upi,,,,Payment for ord_00310,
pay_00311,payment,0,28873,28873,520,94,INR,RZP20260817F3BD0529,setl_2026-08-17,1786595400,1786923000,pay_00311,ord_00311,rcpt-00311,card,VISA,credit,,Payment for ord_00311,
pay_00312,payment,0,125381,125381,0,0,INR,RZP20260819272B2D23,setl_2026-08-19,1786941000,1787095800,pay_00312,ord_00312,rcpt-00312,upi,,,,Payment for ord_00312,
pay_00313,payment,0,21548,21548,0,0,INR,RZP202608134EDCA1E0,setl_2026-08-13,1786422600,1786577400,pay_00313,ord_00313,rcpt-00313,upi,,,,Payment for ord_00313,
pay_00314,payment,0,110310,110310,993,179,INR,RZP202608246E23F0B9,setl_2026-08-24,1787200200,1787527800,pay_00314,ord_00314,rcpt-00314,netbanking,,,,Payment for ord_00314,
pay_00315,payment,0,247501,247501,0,0,INR,RZP2026081081AEBA8F,setl_2026-08-10,1785990600,1786318200,pay_00315,ord_00315,rcpt-00315,upi,,,,Payment for ord_00315,
pay_00316,payment,0,183498,183498,0,0,INR,RZP20260818F88E8496,setl_2026-08-18,1786681800,1787009400,pay_00316,ord_00316,rcpt-00316,upi,,,,Payment for ord_00316,
pay_00317,payment,0,152360,152360,0,0,INR,RZP202608111A901754,setl_2026-08-11,1786249800,1786404600,pay_00317,ord_00317,rcpt-00317,upi,,,,Payment for ord_00317,
pay_00318,payment,0,73348,73348,0,0,INR,RZP202608259F6B25BD,setl_2026-08-25,1787373000,1787614200,pay_00318,ord_00318,rcpt-00318,upi,,,,Payment for ord_00318,
pay_00319,payment,0,132621,132621,0,0,INR,RZP202608259F6B25BD,setl_2026-08-25,1787373000,1787614200,pay_00319,ord_00319,rcpt-00319,upi,,,,Payment for ord_00319,
pay_00320,payment,0,202239,202239,0,0,INR,RZP202608111A901754,setl_2026-08-11,1786077000,1786404600,pay_00320,ord_00320,rcpt-00320,upi,,,,Payment for ord_00320,
pay_00321,payment,0,1015154,1015154,0,0,INR,RZP20260807021769B5,setl_2026-08-07,1785904200,1786059000,pay_00321,ord_00321,rcpt-00321,upi,,,,Payment for ord_00321,
pay_00322,payment,0,127816,127816,0,0,INR,RZP20260818F88E8496,setl_2026-08-18,1786681800,1787009400,pay_00322,ord_00322,rcpt-00322,upi,,,,Payment for ord_00322,
pay_00323,payment,0,196472,196472,0,0,INR,RZP202608259F6B25BD,setl_2026-08-25,1787459400,1787614200,pay_00323,ord_00323,rcpt-00323,upi,,,,Payment for ord_00323,
pay_00324,payment,0,52868,52868,0,0,INR,RZP20260817F3BD0529,setl_2026-08-17,1786595400,1786923000,pay_00324,ord_00324,rcpt-00324,upi,,,,Payment for ord_00324,
pay_00325,payment,0,95821,95821,0,0,INR,RZP20260804F039F0E6,setl_2026-08-04,1785558600,1785799800,pay_00325,ord_00325,rcpt-00325,upi,,,,Payment for ord_00325,
pay_00326,payment,0,238146,238146,0,0,INR,RZP20260817F3BD0529,setl_2026-08-17,1786595400,1786923000,pay_00326,ord_00326,rcpt-00326,upi,,,,Payment for ord_00326,
pay_00327,payment,0,185396,185396,0,0,INR,RZP202608069753C796,setl_2026-08-06,1785817800,1785972600,pay_00327,ord_00327,rcpt-00327,upi,,,,Payment for ord_00327,
pay_00328,payment,0,212228,212228,1910,344,INR,RZP20260818F88E8496,setl_2026-08-18,1786768200,1787009400,pay_00328,ord_00328,rcpt-00328,netbanking,,,,Payment for ord_00328,
pay_00329,payment,0,127332,127332,1146,206,INR,RZP20260805DE6EA324,setl_2026-08-05,1785731400,1785886200,pay_00329,ord_00329,rcpt-00329,netbanking,,,,Payment for ord_00329,
pay_00330,payment,0,251282,251282,0,0,INR,RZP20260805DE6EA324,setl_2026-08-05,1785731400,1785886200,pay_00330,ord_00330,rcpt-00330,upi,,,,Payment for ord_00330,
pay_00331,payment,0,221308,221308,0,0,INR,RZP202608134EDCA1E0,setl_2026-08-13,1786422600,1786577400,pay_00331,ord_00331,rcpt-00331,upi,,,,Payment for ord_00331,
pay_00332,payment,0,146670,146670,2640,475,INR,RZP20260819272B2D23,setl_2026-08-19,1786941000,1787095800,pay_00332,ord_00332,rcpt-00332,card,VISA,credit,,Payment for ord_00332,
pay_00333,payment,0,105957,105957,954,172,INR,RZP202608148EE2120A,setl_2026-08-14,1786509000,1786663800,pay_00333,ord_00333,rcpt-00333,netbanking,,,,Payment for ord_00333,
pay_00334,payment,0,369048,369048,0,0,INR,RZP202608069753C796,setl_2026-08-06,1785817800,1785972600,pay_00334,ord_00334,rcpt-00334,upi,,,,Payment for ord_00334,
pay_00335,payment,0,107323,107323,0,0,INR,RZP202608246E23F0B9,setl_2026-08-24,1787200200,1787527800,pay_00335,ord_00335,rcpt-00335,upi,,,,Payment for ord_00335,
pay_00336,payment,0,141647,141647,2691,484,INR,RZP202608259F6B25BD,setl_2026-08-25,1787286600,1787614200,pay_00336,ord_00336,rcpt-00336,wallet,,,,Payment for ord_00336,
pay_00337,payment,0,105719,105719,1903,343,INR,RZP20260827B102DC1E,setl_2026-08-27,1787632200,1787787000,pay_00337,ord_00337,rcpt-00337,card,VISA,credit,,Payment for ord_00337,
pay_00338,payment,0,75984,75984,1368,246,INR,RZP202608246E23F0B9,setl_2026-08-24,1787200200,1787527800,pay_00338,ord_00338,rcpt-00338,card,VISA,credit,,Payment for ord_00338,
pay_00339,payment,0,37468,37468,712,128,INR,RZP202608134EDCA1E0,setl_2026-08-13,1786422600,1786577400,pay_00339,ord_00339,rcpt-00339,wallet,,,,Payment for ord_00339,
pay_00340,payment,0,277335,277335,0,0,INR,RZP202608111A901754,setl_2026-08-11,1786249800,1786404600,pay_00340,ord_00340,rcpt-00340,upi,,,,Payment for ord_00340,
pay_00341,payment,0,190962,190962,0,0,INR,RZP20260805DE6EA324,setl_2026-08-05,1785731400,1785886200,pay_00341,ord_00341,rcpt-00341,upi,,,,Payment for ord_00341,
pay_00342,payment,0,110906,110906,1996,359,INR,RZP20260805DE6EA324,setl_2026-08-05,1785731400,1785886200,pay_00342,ord_00342,rcpt-00342,card,VISA,credit,,Payment for ord_00342,
pay_00343,payment,0,149711,149711,2845,512,INR,RZP20260805DE6EA324,setl_2026-08-05,1785731400,1785886200,pay_00343,ord_00343,rcpt-00343,wallet,,,,Payment for ord_00343,
pay_00344,payment,0,63939,63939,1151,207,INR,RZP20260828FB99DCA8,setl_2026-08-28,1787718600,1787873400,pay_00344,ord_00344,rcpt-00344,card,VISA,credit,,Payment for ord_00344,
pay_00345,payment,0,134663,134663,0,0,INR,RZP20260828FB99DCA8,setl_2026-08-28,1787718600,1787873400,pay_00345,ord_00345,rcpt-00345,upi,,,,Payment for ord_00345,
pay_00346,payment,0,200023,200023,0,0,INR,RZP20260804F039F0E6,setl_2026-08-04,1785645000,1785799800,pay_00346,ord_00346,rcpt-00346,upi,,,,Payment for ord_00346,
pay_00347,payment,0,337166,337166,6069,1092,INR,RZP20260831EC900B8D,setl_2026-08-31,1787805000,1788132600,pay_00347,ord_00347,rcpt-00347,card,VISA,credit,,Payment for ord_00347,
pay_00348,payment,0,115927,115927,0,0,INR,RZP202608111A901754,setl_2026-08-11,1786163400,1786404600,pay_00348,ord_00348,rcpt-00348,upi,,,,Payment for ord_00348,
pay_00349,payment,0,62090,62090,1180,212,INR,RZP20260819272B2D23,setl_2026-08-19,1786941000,1787095800,pay_00349,ord_00349,rcpt-00349,wallet,,,,Payment for ord_00349,
pay_00350,payment,0,201185,201185,0,0,INR,RZP20260818F88E8496,setl_2026-08-18,1786681800,1787009400,pay_00350,ord_00350,rcpt-00350,upi,,,,Payment for ord_00350,
pay_00351,payment,0,246035,246035,4429,797,INR,RZP20260804F039F0E6,setl_2026-08-04,1785645000,1785799800,pay_00351,ord_00351,rcpt-00351,card,VISA,credit,,Payment for ord_00351,
pay_00352,payment,0,119337,119337,0,0,INR,RZP202608259F6B25BD,setl_2026-08-25,1787373000,1787614200,pay_00352,ord_00352,rcpt-00352,upi,,,,Payment for ord_00352,
pay_00353,payment,0,113396,113396,0,0,INR,RZP202609012D9FF95F,setl_2026-09-01,1787891400,1788219000,pay_00353,ord_00353,rcpt-00353,upi,,,,Payment for ord_00353,
pay_00354,payment,0,455283,455283,0,0,INR,RZP2026082155799DAE,setl_2026-08-21,1787113800,1787268600,pay_00354,ord_00354,rcpt-00354,upi,,,,Payment for ord_00354,
pay_00355,payment,0,63283,63283,570,103,INR,RZP202608125F11EFF2,setl_2026-08-12,1786336200,1786491000,pay_00355,ord_00355,rcpt-00355,netbanking,,,,Payment for ord_00355,
pay_00356,payment,0,111643,111643,2010,362,INR,RZP20260805DE6EA324,setl_2026-08-05,1785731400,1785886200,pay_00356,ord_00356,rcpt-00356,card,VISA,credit,,Payment for ord_00356,
pay_00357,payment,0,71911,71911,0,0,INR,RZP20260828FB99DCA8,setl_2026-08-28,1787718600,1787873400,pay_00357,ord_00357,rcpt-00357,upi,,,,Payment for ord_00357,
pay_00358,payment,0,297335,297335,2676,482,INR,RZP202608259F6B25BD,setl_2026-08-25,1787373000,1787614200,pay_00358,ord_00358,rcpt-00358,netbanking,,,,Payment for ord_00358,
pay_00359,payment,0,305494,305494,0,0,INR,RZP202608259F6B25BD,setl_2026-08-25,1787373000,1787614200,pay_00359,ord_00359,rcpt-00359,upi,,,,Payment for ord_00359,
pay_00360,payment,0,90749,90749,0,0,INR,RZP202608111A901754,setl_2026-08-11,1786077000,1786404600,pay_00360,ord_00360,rcpt-00360,upi,,,,Payment for ord_00360,
pay_00361,payment,0,231458,231458,4166,750,INR,RZP202608111A901754,setl_2026-08-11,1786077000,1786404600,pay_00361,ord_00361,rcpt-00361,card,VISA,credit,,Payment for ord_00361,
pay_00362,payment,0,167255,167255,3011,542,INR,RZP202608069753C796,setl_2026-08-06,1785817800,1785972600,pay_00362,ord_00362,rcpt-00362,card,VISA,credit,,Payment for ord_00362,
pay_00363,payment,0,172571,172571,0,0,INR,RZP20260826847B1806,setl_2026-09-02,1787545800,1788305400,pay_00363,ord_00363,rcpt-00363,upi,,,,Payment for ord_00363,
pay_00364,payment,0,258273,258273,4649,837,INR,RZP20260807021769B5,setl_2026-08-07,1785904200,1786059000,pay_00364,ord_00364,rcpt-00364,card,VISA,credit,,Payment for ord_00364,
pay_00365,payment,0,161816,161816,0,0,INR,RZP2026081081AEBA8F,setl_2026-08-10,1785990600,1786318200,pay_00365,ord_00365,rcpt-00365,upi,,,,Payment for ord_00365,
pay_00366,payment,0,164973,164973,0,0,INR,RZP20260818F88E8496,setl_2026-08-18,1786768200,1787009400,pay_00366,ord_00366,rcpt-00366,upi,,,,Payment for ord_00366,
rfnd_00366,refund,164973,0,164973,0,0,INR,RZP2026082155799DAE,setl_2026-08-21,1787009400,1787268600,pay_00366,ord_00366,rcpt-00366,upi,,,,Refund for ord_00366,
pay_00367,payment,0,39440,39440,710,128,INR,RZP20260818F88E8496,setl_2026-08-18,1786768200,1787009400,pay_00367,ord_00367,rcpt-00367,card,VISA,credit,,Payment for ord_00367,
pay_00368,payment,0,141999,141999,0,0,INR,RZP202608111A901754,setl_2026-08-11,1786163400,1786404600,pay_00368,ord_00368,rcpt-00368,upi,,,,Payment for ord_00368,
pay_00369,payment,0,40953,40953,737,133,INR,RZP20260818F88E8496,setl_2026-08-18,1786854600,1787009400,pay_00369,ord_00369,rcpt-00369,card,VISA,credit,,Payment for ord_00369,
pay_00370,payment,0,200469,200469,3608,649,INR,RZP20260818F88E8496,setl_2026-08-18,1786768200,1787009400,pay_00370,ord_00370,rcpt-00370,card,VISA,credit,,Payment for ord_00370,
pay_00371,payment,0,375075,375075,0,0,INR,RZP20260817F3BD0529,setl_2026-08-17,1786595400,1786923000,pay_00371,ord_00371,rcpt-00371,upi,,,,Payment for ord_00371,
pay_00372,payment,0,96965,96965,0,0,INR,RZP202608246E23F0B9,setl_2026-08-24,1787200200,1787527800,pay_00372,ord_00372,rcpt-00372,upi,,,,Payment for ord_00372,
pay_00373,payment,0,170888,170888,0,0,INR,RZP202608259F6B25BD,setl_2026-08-25,1787286600,1787614200,pay_00373,ord_00373,rcpt-00373,upi,,,,Payment for ord_00373,
pay_00374,payment,0,45160,45160,813,146,INR,RZP20260819272B2D23,setl_2026-08-19,1786941000,1787095800,pay_00374,ord_00374,rcpt-00374,card,VISA,credit,,Payment for ord_00374,
pay_00375,payment,0,454677,454677,0,0,INR,RZP20260827B102DC1E,setl_2026-08-27,1787632200,1787787000,pay_00375,ord_00375,rcpt-00375,upi,,,,Payment for ord_00375,
pay_00376,payment,0,62773,62773,1130,203,INR,RZP20260805DE6EA324,setl_2026-08-05,1785731400,1785886200,pay_00376,ord_00376,rcpt-00376,card,VISA,credit,,Payment for ord_00376,
pay_00377,payment,0,181353,181353,0,0,INR,RZP20260818F88E8496,setl_2026-08-18,1786768200,1787009400,pay_00377,ord_00377,rcpt-00377,upi,,,,Payment for ord_00377,
pay_00378,payment,0,268833,268833,0,0,INR,RZP202608148EE2120A,setl_2026-08-14,1786509000,1786663800,pay_00378,ord_00378,rcpt-00378,upi,,,,Payment for ord_00378,
pay_00379,payment,0,102594,102594,1949,351,INR,RZP202608148EE2120A,setl_2026-08-14,1786509000,1786663800,pay_00379,ord_00379,rcpt-00379,wallet,,,,Payment for ord_00379,
pay_00380,payment,0,121956,121956,2195,395,INR,RZP202608134EDCA1E0,setl_2026-08-13,1786422600,1786577400,pay_00380,ord_00380,rcpt-00380,card,VISA,credit,,Payment for ord_00380,
pay_00381,payment,0,186395,186395,0,0,INR,RZP202608125F11EFF2,setl_2026-08-12,1786336200,1786491000,pay_00381,ord_00381,rcpt-00381,upi,,,,Payment for ord_00381,
pay_00382,payment,0,37975,37975,684,123,INR,RZP20260818F88E8496,setl_2026-08-18,1786854600,1787009400,pay_00382,ord_00382,rcpt-00382,card,VISA,credit,,Payment for ord_00382,
pay_00383,payment,0,174996,174996,0,0,INR,RZP20260805DE6EA324,setl_2026-08-05,1785731400,1785886200,pay_00383,ord_00383,rcpt-00383,upi,,,,Payment for ord_00383,
rfnd_00383,refund,87498,0,87498,0,0,INR,RZP202608069753C796,setl_2026-08-06,1785886200,1785972600,pay_00383,ord_00383,rcpt-00383,upi,,,,Refund for ord_00383,
pay_00384,payment,0,47546,47546,0,0,INR,RZP202608069753C796,setl_2026-08-06,1785817800,1785972600,pay_00384,ord_00384,rcpt-00384,upi,,,,Payment for ord_00384,
pay_00385,payment,0,99167,99167,0,0,INR,RZP202608069753C796,setl_2026-08-06,1785817800,1785972600,pay_00385,ord_00385,rcpt-00385,upi,,,,Payment for ord_00385,
rfnd_00385,refund,99167,0,99167,0,0,INR,RZP202608111A901754,setl_2026-08-11,1785972600,1786404600,pay_00385,ord_00385,rcpt-00385,upi,,,,Refund for ord_00385,
pay_00386,payment,0,172109,172109,0,0,INR,RZP20260818F88E8496,setl_2026-08-18,1786854600,1787009400,pay_00386,ord_00386,rcpt-00386,upi,,,,Payment for ord_00386,
pay_00387,payment,0,66217,66217,0,0,INR,RZP20260819272B2D23,setl_2026-08-19,1786941000,1787095800,pay_00387,ord_00387,rcpt-00387,upi,,,,Payment for ord_00387,
pay_00388,payment,0,124382,124382,0,0,INR,RZP202608148EE2120A,setl_2026-08-14,1786509000,1786663800,pay_00388,ord_00388,rcpt-00388,upi,,,,Payment for ord_00388,
pay_00389,payment,0,78875,78875,0,0,INR,RZP202608259F6B25BD,setl_2026-08-25,1787373000,1787614200,pay_00389,ord_00389,rcpt-00389,upi,,,,Payment for ord_00389,
pay_00390,payment,0,72427,72427,1376,248,INR,RZP2026082087F24E91,setl_2026-08-20,1787027400,1787182200,pay_00390,ord_00390,rcpt-00390,wallet,,,,Payment for ord_00390,
pay_00391,payment,0,126480,126480,2403,433,INR,RZP2026082087F24E91,setl_2026-08-20,1787027400,1787182200,pay_00391,ord_00391,rcpt-00391,wallet,,,,Payment for ord_00391,
rfnd_00391,refund,126480,0,126480,0,0,INR,RZP2026082155799DAE,setl_2026-08-21,1787182200,1787268600,pay_00391,ord_00391,rcpt-00391,wallet,,,,Refund for ord_00391,
pay_00392,payment,0,38092,38092,0,0,INR,RZP20260804F039F0E6,setl_2026-08-04,1785558600,1785799800,pay_00392,ord_00392,rcpt-00392,upi,,,,Payment for ord_00392,
pay_00393,payment,0,31602,31602,0,0,INR,RZP202608111A901754,setl_2026-08-11,1786163400,1786404600,pay_00393,ord_00393,rcpt-00393,upi,,,,Payment for ord_00393,
pay_00394,payment,0,60612,60612,1091,196,INR,RZP202608134EDCA1E0,setl_2026-08-13,1786422600,1786577400,pay_00394,ord_00394,rcpt-00394,card,VISA,credit,,Payment for ord_00394,
pay_00395,payment,0,58539,58539,0,0,INR,RZP202608134EDCA1E0,setl_2026-08-13,1786422600,1786577400,pay_00395,ord_00395,rcpt-00395,upi,,,,Payment for ord_00395,
pay_00396,payment,0,242043,242043,0,0,INR,RZP202608259F6B25BD,setl_2026-08-25,1787459400,1787614200,pay_00396,ord_00396,rcpt-00396,upi,,,,Payment for ord_00396,
pay_00397,payment,0,412276,412276,0,0,INR,RZP20260807021769B5,setl_2026-08-07,1785904200,1786059000,pay_00397,ord_00397,rcpt-00397,upi,,,,Payment for ord_00397,
pay_00398,payment,0,158265,158265,0,0,INR,RZP20260804F039F0E6,setl_2026-08-04,1785645000,1785799800,pay_00398,ord_00398,rcpt-00398,upi,,,,Payment for ord_00398,
pay_00399,payment,0,64942,64942,584,105,INR,RZP202608134EDCA1E0,setl_2026-08-13,1786422600,1786577400,pay_00399,ord_00399,rcpt-00399,netbanking,,,,Payment for ord_00399,
pay_00400,payment,0,17156,17156,0,0,INR,RZP202608111A901754,setl_2026-08-11,1786249800,1786404600,pay_00400,ord_00400,rcpt-00400,upi,,,,Payment for ord_00400,
rfnd_00400,refund,8578,0,8578,0,0,INR,RZP202608134EDCA1E0,setl_2026-08-13,1786404600,1786577400,pay_00400,ord_00400,rcpt-00400,upi,,,,Refund for ord_00400,
pay_00401,payment,0,113781,113781,0,0,INR,RZP20260827B102DC1E,setl_2026-08-27,1787632200,1787787000,pay_00401,ord_00401,rcpt-00401,upi,,,,Payment for ord_00401,
rfnd_00401,refund,113781,0,113781,0,0,INR,RZP20260831EC900B8D,setl_2026-08-31,1787787000,1788132600,pay_00401,ord_00401,rcpt-00401,upi,,,,Refund for ord_00401,
pay_00402,payment,0,224342,224342,2019,363,INR,RZP20260826847B1806,setl_2026-09-02,1787545800,1788305400,pay_00402,ord_00402,rcpt-00402,netbanking,,,,Payment for ord_00402,
pay_00403,payment,0,223641,223641,4249,765,INR,RZP202608134EDCA1E0,setl_2026-08-13,1786422600,1786577400,pay_00403,ord_00403,rcpt-00403,wallet,,,,Payment for ord_00403,
pay_00404,payment,0,61338,61338,552,99,INR,RZP20260819272B2D23,setl_2026-08-19,1786941000,1787095800,pay_00404,ord_00404,rcpt-00404,netbanking,,,,Payment for ord_00404,
pay_00405,payment,0,142167,142167,0,0,INR,RZP20260818F88E8496,setl_2026-08-18,1786681800,1787009400,pay_00405,ord_00405,rcpt-00405,upi,,,,Payment for ord_00405,
pay_00406,payment,0,49233,49233,0,0,INR,RZP202608134EDCA1E0,setl_2026-08-13,1786422600,1786577400,pay_00406,ord_00406,rcpt-00406,upi,,,,Payment for ord_00406,
pay_00407,payment,0,63842,63842,0,0,INR,RZP202608125F11EFF2,setl_2026-08-12,1786336200,1786491000,pay_00407,ord_00407,rcpt-00407,upi,,,,Payment for ord_00407,
pay_00408,payment,0,77309,77309,1392,251,INR,RZP202608148EE2120A,setl_2026-08-14,1786509000,1786663800,pay_00408,ord_00408,rcpt-00408,card,VISA,credit,,Payment for ord_00408,
pay_00409,payment,0,89481,89481,1611,290,INR,RZP202608148EE2120A,setl_2026-08-14,1786509000,1786663800,pay_00409,ord_00409,rcpt-00409,card,VISA,credit,,Payment for ord_00409,
pay_00410,payment,0,55696,55696,1003,181,INR,RZP20260804F039F0E6,setl_2026-08-04,1785645000,1785799800,pay_00410,ord_00410,rcpt-00410,card,VISA,credit,,Payment for ord_00410,
pay_00411,payment,0,207444,207444,3734,672,INR,RZP202608148EE2120A,setl_2026-08-14,1786509000,1786663800,pay_00411,ord_00411,rcpt-00411,card,VISA,credit,,Payment for ord_00411,
pay_00412,payment,0,139372,139372,0,0,INR,RZP202609012D9FF95F,setl_2026-09-01,1787891400,1788219000,pay_00412,ord_00412,rcpt-00412,upi,,,,Payment for ord_00412,
